sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id,sample_origin
GTR0181PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0181PR,xenograft
GTR0181PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0181PR,xenograft
GTR0187PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0187PR,xenograft
GTR0187PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0187PR,xenograft
GTR0193PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0193PR,xenograft
GTR0193PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0193PR,xenograft
GTR0199PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0199PR,xenograft
GTR0199PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0199PR,xenograft
GTR0202PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0202PR,xenograft
GTR0202PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0202PR,xenograft
GTR0207PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0207PR,xenograft
GTR0207PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0207PR,xenograft
GTR0213PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0213PR,xenograft
GTR0213PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0213PR,xenograft
GTR0219PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0219PR,xenograft
GTR0219PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0219PR,xenograft
GTR0222PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0222PR,xenograft
GTR0222PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0222PR,xenograft
GTR0227PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0227PR,xenograft
GTR0227PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0227PR,xenograft
GTR0233PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0233PR,xenograft
GTR0233PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0233PR,xenograft
GTR0245PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0245PR,xenograft
GTR0245PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0245PR,xenograft
GTR0247PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0247PR,xenograft
GTR0247PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_Macrogen_WES,GTR0247PR,xenograft
GTR0247PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0247PR,xenograft
GTR0249PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0249PR,xenograft
GTR0249PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0249PR,xenograft
GTR0277PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0277PR,xenograft
GTR0277PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0277PR,xenograft
GTR0340PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0340PR,xenograft
GTR0340PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0340PR,xenograft
GTR0353PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0353PR,xenograft
GTR0353PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0353PR,xenograft
GTR0363PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0363PR,xenograft
GTR0363PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0363PR,xenograft
GTR0369PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0369PR,xenograft
GTR0369PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0369PR,xenograft
GTR0371PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0371PR,xenograft
GTR0371PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0371PR,xenograft
GTR0391PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0391PR,xenograft
GTR0391PRX,mutation_243-GEA_gene_panel,mut,IRCC-GC,mutation,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0391PR,xenograft
GTR0009PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0009PR,xenograft
GTR0009PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0009PR,xenograft
GTR0010PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0010PR,xenograft
GTR0010PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0010PR,xenograft
GTR0013PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0013PR,xenograft
GTR0013PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0013PR,xenograft
GTR0024PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0024PR,xenograft
GTR0024PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0024PR,xenograft
GTR0025PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0025PR,xenograft
GTR0025PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0025PR,xenograft
GTR0031PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0031PR,xenograft
GTR0031PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0031PR,xenograft
GTR0032PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0032PR,xenograft
GTR0032PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0032PR,xenograft
GTR0042PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0042PR,xenograft
GTR0042PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0042PR,xenograft
GTR0060PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0060PR,xenograft
GTR0060PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0060PR,xenograft
GTR0062PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0062PR,xenograft
GTR0062PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0062PR,xenograft
GTR0078PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0078PR,xenograft
GTR0078PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0078PR,xenograft
GTR0085PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0085PR,xenograft
GTR0085PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0085PR,xenograft
GTR0102PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0102PR,xenograft
GTR0102PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0102PR,xenograft
GTR0103PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0103PR,xenograft
GTR0103PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0103PR,xenograft
GTR0105PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0105PR,xenograft
GTR0105PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0105PR,xenograft
GTR0108PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0108PR,xenograft
GTR0108PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0108PR,xenograft
GTR0109PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0109PR,xenograft
GTR0109PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0109PR,xenograft
GTR0110PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0110PR,xenograft
GTR0110PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0110PR,xenograft
GTR0119PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0119PR,xenograft
GTR0119PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0119PR,xenograft
GTR0124PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0124PR,xenograft
GTR0124PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0124PR,xenograft
GTR0125PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0125PR,xenograft
GTR0125PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0125PR,xenograft
GTR0126PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0126PR,xenograft
GTR0126PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0126PR,xenograft
GTR0128PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0128PR,xenograft
GTR0128PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0128PR,xenograft
GTR0133PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0133PR,xenograft
GTR0133PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0133PR,xenograft
GTR0157PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0157PR,xenograft
GTR0157PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0157PR,xenograft
GTR0164PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0164PR,xenograft
GTR0164PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0164PR,xenograft
GTR0165PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0165PR,xenograft
GTR0165PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0165PR,xenograft
GTR0171PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0171PR,xenograft
GTR0171PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0171PR,xenograft
GTR0181PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0181PR,xenograft
GTR0181PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0181PR,xenograft
GTR0187PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0187PR,xenograft
GTR0187PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0187PR,xenograft
GTR0193PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0193PR,xenograft
GTR0193PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0193PR,xenograft
GTR0199PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0199PR,xenograft
GTR0199PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0199PR,xenograft
GTR0202PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0202PR,xenograft
GTR0202PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0202PR,xenograft
GTR0207PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0207PR,xenograft
GTR0207PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0207PR,xenograft
GTR0213PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0213PR,xenograft
GTR0213PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0213PR,xenograft
GTR0219PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0219PR,xenograft
GTR0219PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0219PR,xenograft
GTR0222PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0222PR,xenograft
GTR0222PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0222PR,xenograft
GTR0227PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0227PR,xenograft
GTR0227PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0227PR,xenograft
GTR0233PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0233PR,xenograft
GTR0233PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0233PR,xenograft
GTR0245PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0245PR,xenograft
GTR0245PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0245PR,xenograft
GTR0247PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0247PR,xenograft
GTR0247PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_Macrogen_WES,GTR0247PR,xenograft
GTR0247PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0247PR,xenograft
GTR0249PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0249PR,xenograft
GTR0249PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0249PR,xenograft
GTR0277PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0277PR,xenograft
GTR0277PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0277PR,xenograft
GTR0340PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0340PR,xenograft
GTR0340PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0340PR,xenograft
GTR0353PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0353PR,xenograft
GTR0353PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0353PR,xenograft
GTR0363PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0363PR,xenograft
GTR0363PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0363PR,xenograft
GTR0369PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0369PR,xenograft
GTR0369PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0369PR,xenograft
GTR0371PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0371PR,xenograft
GTR0371PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0371PR,xenograft
GTR0391PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,mutation_243-GEA_gene_panel,GTR0391PR,xenograft
GTR0391PRX,copy_number_alteration_243-GEA_gene_panel,cna,IRCC-GC,copy number alteration,243-GEA gene panel,TargetedNGS,copy_number_alteration_243-GEA_gene_panel,GTR0391PR,xenograft
,,treatment,IRCC-GC,treatment,,,,,
GTR0010PRH,,treatment,IRCC-GC,treatment,,,,GTR0010PR,
GTR0032PRH,,treatment,IRCC-GC,treatment,,,,GTR0032PR,
GTR0078PRH,,treatment,IRCC-GC,treatment,,,,GTR0078PR,
GTR0103PRH,,treatment,IRCC-GC,treatment,,,,GTR0103PR,
GTR0164PRH,,treatment,IRCC-GC,treatment,,,,GTR0164PR,
GTR0165PRH,,treatment,IRCC-GC,treatment,,,,GTR0165PR,
GTR0181PRH,,treatment,IRCC-GC,treatment,,,,GTR0181PR,
GTR0259PRH,,treatment,IRCC-GC,treatment,,,,GTR0259PR,
GTR0289PRH,,treatment,IRCC-GC,treatment,,,,GTR0289PR,
GTR0290PRH,,treatment,IRCC-GC,treatment,,,,GTR0290PR,
GTR0324PRH,,treatment,IRCC-GC,treatment,,,,GTR0324PR,
