sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id
CN0446F447P0019P1018P2,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,TM00165
TM01092F015P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Truseq_JAX,TM01092
TM01092F015P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01092
TM01092F015P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01092
TM01086F269P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM01086
TM01086F269P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Whole_Exome,TM01086
TM01086F269P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01086
TM01086F269P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01086
LY2238BF018P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM01045
LY2238BF018P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01045
LY2238BF018P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01045
TM01079F259P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Truseq_JAX,TM01079
TM01079F259P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM01079
TM01079F259P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01079
TM01079F259P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01079
LY2238A16P01P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM01044
LY2238A16P01P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01044
LY2238A16P01P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01044
LY2238AF016P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01044
LY2238AF016P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01044
J000093814,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,J000078673
TM01087F108P0104P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM01087
TM01087F108P0104P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01087
TM01087F108P0104P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01087
TM01087F108P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01087
TM01087F108P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01087
CN0375F725P0,expression_hg10st,expression,JAX,expression,hg10st,,copy_number_alteration_SNP,TM00164
CN0375F725P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_hg10st,TM00164
CN1572F2026P0000P1001P2,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,TM00170
CN1572F2026P0,expression_hu133,expression,JAX,expression,hu133,,mutation_Truseq_JAX,TM00170
CN1572F2026P0,expression_hu133,expression,JAX,expression,hu133,,mutation_CTP,TM00170
CN1572F2026P0,expression_hu133,expression,JAX,expression,hu133,,copy_number_alteration_SNP,TM00170
CN1572F2026P0,expression_hu133,expression,JAX,expression,hu133,,expression_hu133,TM00170
DFAT-72032-V1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_TEX_DFCI,J000106144
DFAT-72032-V1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,J000106144
J000104172,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,J000101005
J000118439,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,J000077636
LV1028F21P0209P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM00945
LV1028F21P0209P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM00945
LV1028F21P0209P1,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM00945
LG0978F1565P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_Truseq_JAX,TM00212
LG0978F1565P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_CTP,TM00212
LG0978F1565P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_Whole_Exome,TM00212
LG0978F1565P0,expression_hg10st,expression,JAX,expression,hg10st,,copy_number_alteration_SNP,TM00212
LG0978F1565P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_hg10st,TM00212
LG0978F1565P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_RNA_Seq,TM00212
LG0978F1565P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_stRNA_Seq,TM00212
LG0978F1565P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Truseq_JAX,TM00212
LG0978F1565P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM00212
LG0978F1565P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Whole_Exome,TM00212
LG0978F1565P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM00212
LG0978F1565P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_hg10st,TM00212
LG0978F1565P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM00212
LG0978F1565P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_stRNA_Seq,TM00212
LG0978F1565P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_Truseq_JAX,TM00212
LG0978F1565P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_CTP,TM00212
LG0978F1565P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_Whole_Exome,TM00212
LG0978F1565P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,copy_number_alteration_SNP,TM00212
LG0978F1565P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_hg10st,TM00212
LG0978F1565P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_RNA_Seq,TM00212
LG0978F1565P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,TM00212
LG0812PE1332P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_CTP,TM00206
LG0812PE1332P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_Whole_Exome,TM00206
LG0812PE1332P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_Truseq_JAX,TM00206
LG0812PE1332P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,copy_number_alteration_SNP,TM00206
LG0812PE1332P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_hg10st,TM00206
LG0812PE1332P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,TM00206
LG0812PE1332P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_RNA_Seq,TM00206
LG0812PE1332P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_CTP,TM00206
LG0812PE1332P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_Whole_Exome,TM00206
LG0812PE1332P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_Truseq_JAX,TM00206
LG0812PE1332P0,expression_hg10st,expression,JAX,expression,hg10st,,copy_number_alteration_SNP,TM00206
LG0812PE1332P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_hg10st,TM00206
LG0812PE1332P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_stRNA_Seq,TM00206
LG0812PE1332P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_RNA_Seq,TM00206
LG0812PE1330P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_Truseq_JAX,TM00206
LG0812PE1330P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_Whole_Exome,TM00206
LG0812PE1330P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,mutation_CTP,TM00206
LG0812PE1330P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,copy_number_alteration_SNP,TM00206
LG0812PE1330P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_RNA_Seq,TM00206
LG0812PE1330P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_hg10st,TM00206
LG0812PE1330P0,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,TM00206
LG0812PE1332P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM00206
LG0812PE1332P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Whole_Exome,TM00206
LG0812PE1332P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Truseq_JAX,TM00206
LG0812PE1332P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM00206
LG0812PE1332P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_hg10st,TM00206
LG0812PE1332P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_stRNA_Seq,TM00206
LG0812PE1332P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM00206
LG0812PE1330P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_Truseq_JAX,TM00206
LG0812PE1330P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_Whole_Exome,TM00206
LG0812PE1330P0,expression_hg10st,expression,JAX,expression,hg10st,,mutation_CTP,TM00206
LG0812PE1330P0,expression_hg10st,expression,JAX,expression,hg10st,,copy_number_alteration_SNP,TM00206
LG0812PE1330P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_RNA_Seq,TM00206
LG0812PE1330P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_hg10st,TM00206
LG0812PE1330P0,expression_hg10st,expression,JAX,expression,hg10st,,expression_stRNA_Seq,TM00206
LG0812PE1330P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Truseq_JAX,TM00206
LG0812PE1330P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Whole_Exome,TM00206
LG0812PE1330P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_CTP,TM00206
LG0812PE1330P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM00206
LG0812PE1330P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM00206
LG0812PE1330P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_hg10st,TM00206
LG0812PE1330P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_stRNA_Seq,TM00206
TM01130F147P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,mutation_Truseq_JAX,TM01130
TM01130F147P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,copy_number_alteration_SNP,TM01130
TM01130F147P0,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,TM01130
DFBL-75549-R2,expression_RNA_Seq,expression,JAX,expression,RNA_Seq,,expression_RNA_Seq,J000106568
J000109394,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,J000105934
J000110859,expression_stRNA_Seq,expression,JAX,expression,stRNA_Seq,,expression_stRNA_Seq,J000105934
,,drug,JAX,drug,,,,J000077451
,,drug,JAX,drug,,,,J000077712
,,drug,JAX,drug,,,,J000079689
,,drug,JAX,drug,,,,J000080739
,,drug,JAX,drug,,,,J000095635
,,drug,JAX,drug,,,,J000096652
,,drug,JAX,drug,,,,J000099327
,,drug,JAX,drug,,,,J000100556
,,drug,JAX,drug,,,,J000100646
,,drug,JAX,drug,,,,J000100672
,,drug,JAX,drug,,,,J000100674
,,drug,JAX,drug,,,,J000100675
,,drug,JAX,drug,,,,J000101173
,,drug,JAX,drug,,,,J000102184
,,drug,JAX,drug,,,,J000102630
,,drug,JAX,drug,,,,J000102680
,,drug,JAX,drug,,,,J000103634
,,drug,JAX,drug,,,,J000103917
,,drug,JAX,drug,,,,J000104256
,,drug,JAX,drug,,,,J000104518
,,drug,JAX,drug,,,,J000105006
,,drug,JAX,drug,,,,J000106560
,,drug,JAX,drug,,,,TM00020
,,drug,JAX,drug,,,,TM00024
,,drug,JAX,drug,,,,TM00025
,,drug,JAX,drug,,,,TM00090
,,drug,JAX,drug,,,,TM00091
,,drug,JAX,drug,,,,TM00096
,,drug,JAX,drug,,,,TM00097
,,drug,JAX,drug,,,,TM00098
,,drug,JAX,drug,,,,TM00099
,,drug,JAX,drug,,,,TM00103
,,drug,JAX,drug,,,,TM00107
,,drug,JAX,drug,,,,TM00113
,,drug,JAX,drug,,,,TM00134
,,drug,JAX,drug,,,,TM00164
,,drug,JAX,drug,,,,TM00170
,,drug,JAX,drug,,,,TM00176
,,drug,JAX,drug,,,,TM00185
,,drug,JAX,drug,,,,TM00186
,,drug,JAX,drug,,,,TM00188
,,drug,JAX,drug,,,,TM00192
,,drug,JAX,drug,,,,TM00193
,,drug,JAX,drug,,,,TM00194
,,drug,JAX,drug,,,,TM00196
,,drug,JAX,drug,,,,TM00199
,,drug,JAX,drug,,,,TM00203
,,drug,JAX,drug,,,,TM00204
,,drug,JAX,drug,,,,TM00206
,,drug,JAX,drug,,,,TM00208
,,drug,JAX,drug,,,,TM00212
,,drug,JAX,drug,,,,TM00213
,,drug,JAX,drug,,,,TM00214
,,drug,JAX,drug,,,,TM00219
,,drug,JAX,drug,,,,TM00222
,,drug,JAX,drug,,,,TM00226
,,drug,JAX,drug,,,,TM00231
,,drug,JAX,drug,,,,TM00233
,,drug,JAX,drug,,,,TM00246
,,drug,JAX,drug,,,,TM00253
,,drug,JAX,drug,,,,TM00256
,,drug,JAX,drug,,,,TM00298
,,drug,JAX,drug,,,,TM00302
,,drug,JAX,drug,,,,TM00324
,,drug,JAX,drug,,,,TM00335
,,drug,JAX,drug,,,,TM00339
,,drug,JAX,drug,,,,TM00355
,,drug,JAX,drug,,,,TM00356
,,drug,JAX,drug,,,,TM00385
,,drug,JAX,drug,,,,TM00386
,,drug,JAX,drug,,,,TM00387
,,drug,JAX,drug,,,,TM00702
,,drug,JAX,drug,,,,TM00784
,,drug,JAX,drug,,,,TM00832
,,drug,JAX,drug,,,,TM00877
,,drug,JAX,drug,,,,TM00943
,,drug,JAX,drug,,,,TM00999
,,drug,JAX,drug,,,,TM01029
,,drug,JAX,drug,,,,TM01039
,,drug,JAX,drug,,,,TM01075
,,drug,JAX,drug,,,,TM01079
,,drug,JAX,drug,,,,TM01087
,,drug,JAX,drug,,,,TM01117
,,drug,JAX,drug,,,,TM01149
,,drug,JAX,drug,,,,TM01273
,,drug,JAX,drug,,,,TM01278
,,drug,JAX,drug,,,,TM01353
,,drug,JAX,drug,,,,TM01555
,,drug,JAX,drug,,,,TM01563
,,drug,JAX,drug,,,,TM01594
BER0003P3PDOXNCDNATS9,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,P3
BER0008P8PDOXNCDNATS4,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,P8
BER0013P13PDOXNCDNATS3,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,P13
LIH0016T16PDOXNC0554DNATS6,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T16
LIH0101T101PDOXNC1174DNATS5,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel2,T101
LIH0158T158PDOXCR0790DNATS2,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel2,T158
LIH0185T185PDOXNC1150 DNATS4,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T185
LIH0186T186PDOXNSG75DNATS3,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T186
LIH0188T188PDOXNC1709DNATS2,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel2,T188
LIH0192T192PDOXNC1711DNATS3,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel2,T192
LIH0192T233PDOXNC460DNATS1,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel2,T233
LIH0192T251PDOXNC1071DNATS3,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T251
LIH0238T238PDOXNC941DNATS3,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T238
LIH0304T434PDOXNC1334DNATS4,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T434
LIH0331T331PDOXCR0755DNATS2,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T331
LIH0337T341PDOXNC1353DNATS3,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T341
LIH0347T347PDOXCR0818DNATS2,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel2,T347
LIH0347T470PDOXNC1372 DNATS2,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel2,T470
LIH0361T361PDOXNC1638DNATS1,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T361
LIH0394T394PDOXNC1634DNATS4,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T394
LIH0394T407PDOXNC1440DNATS3,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T407
LIH0476T476PDOXNC1275DNATS3,mutation_MiSeq,mut,LIH,,,,mutation_MiSeq_panel1,T476
LIH0361T361PDOXNC1638DNAaCGH1,copy_number_alteration_Agilent_aCGH_4x180k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 4x180k,copy_number_alteration_Agilent_aCGH_4x180k,T361
LIH0394T407PDOXNC1440DNAaCGH3,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T407
LIH0188T188PDOXNC1709DNAaCGH2,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T188
LIH0158T158PDOXCR0790DNAaCGH2,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T158
LIH0239T239PDOXNSG280 DNAaCGH2,copy_number_alteration_Agilent_aCGH_4x180k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 4x180k,copy_number_alteration_Agilent_aCGH_4x180k,T239
BER0013P13PDOXNCDNAaCGH2,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,P13
LIH0238T238PDOXNC941DNAaCGH3,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T238
LIH0016T16PDOXNCDNAaCGH3,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T16
LIH0101T101PDOXNCDNAaCGH6,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T101
LIH0347T470PDOXNC1372 DNAaCGH2,copy_number_alteration_Agilent_aCGH_4x180k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 4x180k,copy_number_alteration_Agilent_aCGH_4x180k,T470
BER0003P3PDOXNCDNAaCGH9,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,P3
LIH0476T476PDOXNC1275DNAaCGH3,copy_number_alteration_Agilent_aCGH_4x180k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 4x180k,copy_number_alteration_Agilent_aCGH_4x180k,T476
BER0008P8PDOXNCDNAaCGH8,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,P8
LIH0192T251PDOXNC1071DNAaCGH3,copy_number_alteration_Agilent_aCGH_4x180k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 4x180k,copy_number_alteration_Agilent_aCGH_4x180k,T251
LIH0331T331PDOXCR0755DNAaCGH2,copy_number_alteration_Agilent_aCGH_4x180k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 4x180k,copy_number_alteration_Agilent_aCGH_4x180k,T331
LIH0337T341PDOXNC1353DNAaCGH3,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T341
LIH0394T394PDOXNC1634DNAaCGH4,copy_number_alteration_Agilent_aCGH_4x180k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 4x180k,copy_number_alteration_Agilent_aCGH_4x180k,T394
LIH0186T186PDOXNSG75DNAaCGH3,copy_number_alteration_Agilent_aCGH_4x180k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 4x180k,copy_number_alteration_Agilent_aCGH_4x180k,T186
LIH0192T192PDOXNC1711DNAaCGH3,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T192
LIH0347T347PDOXCR0818DNAaCGH2,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T347
LIH0192T233PDOXNC460DNAaCGH1,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T233
LIH0304T434PDOXNC1334DNAaCGH4,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T434
LIH0185T185PDOXNC1150 DNAaCGH4,copy_number_alteration_Agilent_aCGH_2x400k,cna,LIH,copy number alteration,Agilent aCGH,aCGH array 2x400k,copy_number_alteration_Agilent_aCGH_2x400k,T185
LIH0186T186PDOXNC1385IHCIDH1R132H3,cytogenetics_NORLUX_IHC,biomarker,LIH,biomarker,NORLUX IHC,Immunohistochemistry,cytogenetics_NORLUX_IHC,T186
LIH0186T186PDOXNC1473IHCIDH1R132H4,cytogenetics_NORLUX_IHC,biomarker,LIH,biomarker,NORLUX IHC,Immunohistochemistry,cytogenetics_NORLUX_IHC,T186
LIH0394T394PDOXNSG0164IHCIDH1R132H1,cytogenetics_NORLUX_IHC,biomarker,LIH,biomarker,NORLUX IHC,Immunohistochemistry,cytogenetics_NORLUX_IHC,T394
LIH0394T407PDOXNC1345IHCIDH1R132H1,cytogenetics_NORLUX_IHC,biomarker,LIH,biomarker,NORLUX IHC,Immunohistochemistry,cytogenetics_NORLUX_IHC,T407
LIH0515T515PDOXNSG0150IHCIDH1R132H1,cytogenetics_NORLUX_IHC,biomarker,LIH,biomarker,NORLUX IHC,Immunohistochemistry,cytogenetics_NORLUX_IHC,T515
LIH0756T756PDOXNSG0270IHCIDH1R132H1,cytogenetics_NORLUX_IHC,biomarker,LIH,biomarker,NORLUX IHC,Immunohistochemistry,cytogenetics_NORLUX_IHC,T756
,,treatment,LIH,treatment,,,,
T16,,treatment,LIH,treatment,,,,T16
T188,,treatment,LIH,treatment,,,,T188
T192,,treatment,LIH,treatment,,,,T192
T281,,treatment,LIH,treatment,,,,T281
T394,,treatment,LIH,treatment,,,,T394
T304,,treatment,LIH,treatment,,,,T304
T347,,treatment,LIH,treatment,,,,T347
T384,,treatment,LIH,treatment,,,,T384
T756,,treatment,LIH,treatment,,,,T756
T772,,treatment,LIH,treatment,,,,T772
T336-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T336
T336-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,copy_number_alteration_Agilent_aCGH,T336
T336-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T336
T336-xenograft2,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T336
T336-xenograft4,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T336
T241-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T241
T241-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,copy_number_alteration_Agilent_aCGH,T241
T241-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T241
T241-xenograft3,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T241
T283-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T283
T283-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,copy_number_alteration_Agilent_aCGH,T283
T283-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T283
T283-xenograft3,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T283
T250-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,mutation_Illumina_HiSeq_(50bp_PE),T250
T250-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,copy_number_alteration_Agilent_aCGH,T250
T250-primary,mutation_Illumina_HiSeq_(50bp_PE),mut,NKI,mutation,Illumina HiSeq (50bp PE),whole exome sequencing,expression_Illumina_HiSeq2000_(50bp_PE),T250
