model_id,provider,model_type,publications,age_in_years_at_collection,diagnosis,tumour_type,primary_site,sex,ethnicity,mt
NCH-EWS-1,GCCRI,PDX,PMID: 31693904,Not collected,Ewing Sarcoma,recurrent,Lung,Male,European,PDX
NCH-HEP1,GCCRI,PDX,PMID: 31693904,Not collected,Hepatoblastoma,Primary,Liver,Male,European,PDX
NCH-MB-1,GCCRI,PDX,PMID: 31693904,Not collected,Medulloblastoma,Primary,4th ventricle,Male,European,PDX
NCH-MN-1,GCCRI,PDX,PMID: 31693904,Not collected,Astrocytoma,Primary,Left Occipital mass,Female,Mixed_or_Unknown,PDX
NCH-NB-1,GCCRI,PDX,PMID: 31693904,Not collected,Neuroblastoma,Primary,Mediastinum,Female,European,PDX
NCH-OS-1,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Right Proximal Ulna,Male,European,PDX
NCH-PXA-1,GCCRI,PDX,PMID: 31693904,Not collected,Astrocytoma,Primary,Right Sylvian Fissure,Male,African,PDX
NCH-RBD-1,GCCRI,PDX,PMID: 31693904,Not collected,Extracranial Rhabdoid,Not collected,Not provided,not collected,European,PDX
NCH-RBD-2,GCCRI,PDX,PMID: 31693904,Not collected,Extracranial Rhabdoid,Not collected,Liver,Female,European,PDX
NCH-RBD-4,GCCRI,PDX,PMID: 31693904,Not collected,Atypical Teratoid/Rhabdoid Tumor,Primary,Right Parietal Lobe,Female,EastAsian,PDX
NCH-WT-4,GCCRI,PDX,PMID: 31693904,Not collected,Wilms,Primary,Left Kidney,Male,European,PDX
NCH-WT-5,GCCRI,PDX,PMID: 31693904,Not collected,Wilms,Primary,Left Kidney,Female,European,PDX
NCH-WT-6-S13-1506,GCCRI,PDX,PMID: 31693904,Not collected,Wilms,Primary,Left Kidney,Female,European,PDX
NCH-WT-7,GCCRI,PDX,PMID: 31693904,Not collected,Wilms,recurrent,Kidney,Male,European,PDX
NCH-WT-8-S13-3700,GCCRI,PDX,PMID: 31693904,Not collected,Wilms,Primary,Right Kidney,Female,European,PDX
NCI-ASPS,GCCRI,PDX,PMID: 31693904,Not collected,Alveolar soft part sarcoma,Not collected,Not provided,not collected,European,PDX
OS-25,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Humerus,Male,Not collected,PDX
OS-32,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Tibia,Female,European,PDX
OS-36,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Not provided,Female,European,PDX
OS-36-SJ,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Tibia,Female,European,PDX
OS-34,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,recurrent,Left Femur,Female,European,PDX
OS-34-SJ,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,recurrent,Left Femur,Female,European,PDX
OS-41,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Tibia,Male,European,PDX
OS-43-TPMX,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Not provided,Male,European,PDX
OS-44,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,refractory,Not provided,Female,European,PDX
OS-44-KPDX-x,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Distal femur,Male,European,PDX
OS-45-TSX-pr1,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Distal femur,Male,European,PDX
OS-46,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Distal femur,Male,African,PDX
OS-46-AOX,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Distal femur,Male,European,PDX
OS-47-SJ,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Left Distal Femur,Male,African,PDX
OS-48,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Not collected,Not provided,Female,European,PDX
OS-49-SJ,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Right distal femur,Male,African,PDX
OS-49-STTX-sc,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Os frontalis,Male,European,PDX
OS-50-SJ,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,recurrent,Left Proximal Tibia,Female,European,PDX
OS-51-CHLX,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,refractory,Distal femur,Male,European,PDX
OS-52-SJ,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Left Proximal Tibia,Female,European,PDX
OS-54-OHS-x,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Distal femur,Male,European,PDX
OS-54-SJ,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Right distal femur,Female,EastAsian,PDX
OS-55,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Not collected,Distal femur,Male,Mixed_or_Unknown,PDX
OS-55-SBX,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Distal femur,Male,European,PDX
OS-56,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Humerus,Female,African,PDX
OS-56-TTX,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,Primary,Humerus,Male,European,PDX
OS-60,GCCRI,PDX,PMID: 31693904,Not collected,Osteosarcoma,recurrent,Arm,Male,European,PDX
Rh-10,GCCRI,PDX,PMID: 31693904,Not collected,Fusion positive Rhabdomyosarcoma,recurrent,Perineum,Female,European,PDX
Rh-12,GCCRI,PDX,PMID: 31693904,Not collected,Fusion negative Rhabdomyosarcoma,Primary,Right Buttock,Male,European,PDX
Rh-30,GCCRI,PDX,PMID: 31693904,Not collected,Fusion positive Rhabdomyosarcoma,Primary,Posterior fossa,Male,European,PDX
Rh-30R,GCCRI,PDX,PMID: 31693904,Not collected,Fusion positive Rhabdomyosarcoma,recurrent,Not provided,Male,European,PDX
Rh-36,GCCRI,PDX,PMID: 31693904,Not collected,Fusion negative Rhabdomyosarcoma,recurrent,Paratesticular,Male,European,PDX
Rh-41,GCCRI,PDX,PMID: 31693904,Not collected,Fusion positive Rhabdomyosarcoma,recurrent,Liver,Female,European,PDX
Rh-65,GCCRI,PDX,PMID: 31693904,Not collected,Fusion positive Rhabdomyosarcoma,recurrent,Not provided,Female,European,PDX
Rh-70,GCCRI,PDX,PMID: 31693904,Not collected,Fusion negative Rhabdomyosarcoma,Primary,Right neck mass,Male,European,PDX
SK-NEP-1,GCCRI,PDX,PMID: 31693904,Not collected,Ewing Sarcoma,recurrent,Kidney,Female,European,PDX
TC-71,GCCRI,PDX,PMID: 31693904,Not collected,Ewing Sarcoma,recurrent,Humerus,Male,European,PDX
HCI-002,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",61,Invasive Ductal Carcinoma,Primary,Breast,Female,Caucasian,PDX
BCM-7649,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,White; Hispanic or Latino,PDX
BCM-0046,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-8563,HCI-BCM,PDX,,Not Provided,Intraductal carcinoma; noninfiltrating; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-0002,HCI-BCM,PDX,,Not Provided,Adenocarcinoma; metastatic; NOS,Metastatic,Not provided,Female,Black or African American,PDX
BCM-2147,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Black or African American,PDX
BCM-2277,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Black or African American,PDX
BCM-2665,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-3143,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,White,PDX
BCM-3472,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,White,PDX
BCM-3107,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,White; Not Hispanic or Latino,PDX
BCM-3204,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,White,PDX
BCM-4175,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-3887,HCI-BCM,PDX,,Not Provided,Intraductal carcinoma; noninfiltrating; NOS,Recurrent,Not provided,Female,Black or African American; Not Hispanic or Latino,PDX
BCM-3904,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-3936,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-4013,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Not provided,Not provided,Female,Black or African American,PDX
BCM-4195,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-4272,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-4849,HCI-BCM,PDX,,Not Provided,Metaplastic carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-4664,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Black or African American; Not Hispanic or Latino,PDX
BCM-4888,HCI-BCM,PDX,,Not Provided,Intraductal micropapillary carcinoma,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-5438,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Black or African American,PDX
BCM-5097,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,White,PDX
BCM-5156,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-5471,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-7821,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Black or African American,PDX
BCM-0104,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,White,PDX
BCM-6257,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,White; Hispanic or Latino,PDX
BCM-0132,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Black or African American; Not Hispanic or Latino,PDX
HCI-012,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",49,Invasive Ductal Carcinoma,Metastatic,Breast,Female,Caucasian,PDX
BCM-4189,HCI-BCM,PDX,,Not Provided,Lobular carcinoma in situ; NOS,Recurrent,Not provided,Female,Hispanic or Latino,PDX
HCI-003,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",52,Invasive Ductal Carcinoma,Primary,Breast,Female,Caucasian,PDX
HCI-019,HCI-BCM,PDX,PMID: 35221336,59,Invasive Ductal Carcinoma,Primary,Breast,Female,Hispanic or Latino,PDX
HCI-018,HCI-BCM,PDX,PMID: 35221336,47,Invasive Lobular Carcinoma,Metastatic,Breast,Female,Caucasian,PDX
BCM-3963,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
BCM-4169,HCI-BCM,PDX,,Not Provided,Infiltrating duct carcinoma; NOS,Primary,Not provided,Female,Hispanic or Latino,PDX
HCI-009,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",42,Breast adenocarcinoma,Metastatic,Breast,Female,Caucasian,PDX
HCI-005,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",45,Multifocal Breast Carcinoma,Metastatic,Breast,Female,Caucasian,PDX
HCI-007,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",45,Multifocal Breast Carcinoma,Metastatic,Breast,Female,Caucasian,PDX
HCI-006,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",45,Multifocal Breast Carcinoma,Metastatic,Breast,Female,Caucasian,PDX
BCM-7482,HCI-BCM,PDX,,Not Provided,Metaplastic carcinoma; NOS,Primary,Not provided,Female,Black or African American; Not Hispanic or Latino,PDX
HCI-016,HCI-BCM,PDX,PMID: 35221336,90,Invasive Ductal Carcinoma,Primary,Breast,Female,Caucasian,PDX
HCI-013,HCI-BCM,PDX,PMID: 35221336,46,Invasive Lobular Carcinoma,Metastatic,Breast,Female,Caucasian,PDX
HCI-015,HCI-BCM,PDX,PMID: 35221336,49,Invasive Ductal Carcinoma,Metastatic,Breast,Female,Caucasian,PDX
HCI-017,HCI-BCM,PDX,PMID: 35221336,53,Invasive Ductal Carcinoma,Primary,Breast,Female,Caucasian,PDX
HCI-004,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",55,Invasive Ductal Carcinoma,Primary,Breast,Female,Hispanic or Latino,PDX
HCI-010,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",47,Invasive Ductal Carcinoma,Metastatic,Breast,Female,Caucasian,PDX
HCI-001,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",40,Invasive Ductal Carcinoma,Primary,Breast,Female,Caucasian,PDX
HCI-011,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",58,Invasive Ductal Carcinoma,Metastatic,Breast,Female,Hispanic or Latino,PDX
HCI-008,HCI-BCM,PDX,"PMID: 22019887, PMID: 35221336",87,Breast cancer,metastatic,Breast,Female,Caucasian,PDX
HCI-014,HCI-BCM,PDX,PMID: 35221336,60,Breast cancer,metastatic,Breast,Female,Not collected,PDX
HCI-032EI,HCI-BCM,PDX,PMID: 35221336,Not provided,Breast cancer,Not provided,Breast,Female,Not Hispanic or Latino,PDX
HCI-040EI,HCI-BCM,PDX,PMID: 35221336,Not provided,Breast cancer,Not provided,Breast,Female,Not Hispanic or Latino,PDX
HCI-042,HCI-BCM,PDX,PMID: 35221336,42,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
HCI-043,HCI-BCM,PDX,PMID: 35221336,43,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
HCI-044,HCI-BCM,PDX,PMID: 35221336,43,Breast cancer,metastatic,Breast,Female,Not Hispanic or Latino,PDX
HCI-045,HCI-BCM,PDX,PMID: 35221336,36,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
HCI-046,HCI-BCM,PDX,PMID: 35221336,69,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
HCI-047,HCI-BCM,PDX,PMID: 35221336,82,Breast cancer,metastatic,Breast,Female,Not Hispanic or Latino,PDX
HCI-048,HCI-BCM,PDX,PMID: 35221336,69,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
HCI-049,HCI-BCM,PDX,PMID: 35221336,33,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
HCI-050,HCI-BCM,PDX,PMID: 35221336,55,Breast cancer,metastatic,Breast,Female,Not Hispanic or Latino,PDX
HCI-051,HCI-BCM,PDX,PMID: 35221336,45,Breast cancer,metastatic,Breast,Female,Not Hispanic or Latino,PDX
HCI-052,HCI-BCM,PDX,PMID: 35221336,38,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
HCI-053,HCI-BCM,PDX,PMID: 35221336,39,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
HCI-054,HCI-BCM,PDX,PMID: 35221336,39,Breast cancer,primary,Breast,Female,Not Hispanic or Latino,PDX
CRC0691LM,IRCC-CRC,PDX,,44,Colorectal Carcinoma,Metastatic,Right Colon,Male,Not provided,PDX
CRC0448PR,IRCC-CRC,PDX,,76,Colorectal Carcinoma,Primary,Right Colon,Male,Not provided,PDX
CRC0442LM,IRCC-CRC,PDX,PMID: 28561063,49,Colorectal Carcinoma,Metastatic,Rectum,Female,Not provided,PDX
CRC0466PR,IRCC-CRC,PDX,,74,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC0474PR,IRCC-CRC,PDX,,Not Provided,Colorectal Carcinoma,Primary,large intestine,Female,Not provided,PDX
CRC0498PR,IRCC-CRC,PDX,,73,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC0498LM,IRCC-CRC,PDX,,73,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Female,Not provided,PDX
CRC1426PR,IRCC-CRC,PDX,,73,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC0547PR,IRCC-CRC,PDX,,67,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC0683PR,IRCC-CRC,PDX,,52,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC0571PR,IRCC-CRC,PDX,,75,Colorectal Carcinoma,Primary,Splenic Flexure of Colon,Male,Not provided,PDX
CRC0583PR,IRCC-CRC,PDX,,66,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC0577PR,IRCC-CRC,PDX,,62,Colorectal Carcinoma,Primary,Caecum,Female,Not provided,PDX
CRC0553PR,IRCC-CRC,PDX,,56,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC0596PR,IRCC-CRC,PDX,,86,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC0600LM,IRCC-CRC,PDX,,68,Colorectal Carcinoma,Metastatic,Rectum,Female,Not provided,PDX
CRC0601PR,IRCC-CRC,PDX,,65,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC0592PR,IRCC-CRC,PDX,,60,Colorectal Carcinoma,Primary,Right Colon,Male,Not provided,PDX
CRC0622PR,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Primary,Rectum,Male,Not provided,PDX
CRC0616LM,IRCC-CRC,PDX,,73,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Female,Not provided,PDX
CRC0612PR,IRCC-CRC,PDX,,55,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC0687LM,IRCC-CRC,PDX,,49,Colorectal Carcinoma,Metastatic,Caecum,Female,Not provided,PDX
CRC0682PR,IRCC-CRC,PDX,,69,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC0712PR,IRCC-CRC,PDX,,69,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC0707PR,IRCC-CRC,PDX,,47,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC0708LM,IRCC-CRC,PDX,,76,Colorectal Carcinoma,Metastatic,Transverse Colon,Female,Not provided,PDX
CRC0666PR,IRCC-CRC,PDX,,75,Colorectal Carcinoma,Primary,Rectum,Male,Not provided,PDX
CRC0718LM,IRCC-CRC,PDX,,55,Colorectal Carcinoma,Metastatic,Rectum,Male,Not provided,PDX
CRC0716LM,IRCC-CRC,PDX,,83,Colorectal Carcinoma,Metastatic,Rectum,Female,Not provided,PDX
CRC0689PR,IRCC-CRC,PDX,,76,Colorectal Carcinoma,Primary,Left Colon,Male,Not provided,PDX
CRC0748PR,IRCC-CRC,PDX,,74,Colorectal Carcinoma,Primary,Transverse Colon,Female,Not provided,PDX
CRC0745LM,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Male,Not provided,PDX
CRC0719LM,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Metastatic,Rectum,Male,Not provided,PDX
CRC1064LM,IRCC-CRC,PDX,,63,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Female,Not provided,PDX
CRC0734LM,IRCC-CRC,PDX,,77,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Male,Not provided,PDX
CRC0735PR,IRCC-CRC,PDX,,60,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC0736PR,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Primary,Splenic Flexure of Colon,Female,Not provided,PDX
CRC0740LM,IRCC-CRC,PDX,,62,Colorectal Carcinoma,Metastatic,Right Colon,Female,Not provided,PDX
CRC0740PR,IRCC-CRC,PDX,,62,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC1070PR,IRCC-CRC,PDX,,78,Colorectal Carcinoma,Primary,Caecum,Male,Not provided,PDX
CRC0781LM,IRCC-CRC,PDX,,49,Colorectal Carcinoma,Metastatic,Rectum,Male,Not provided,PDX
CRC1082PR,IRCC-CRC,PDX,,62,Colorectal Carcinoma,Primary,Right Colon,Male,Not provided,PDX
CRC1161PR,IRCC-CRC,PDX,,80,Colorectal Carcinoma,Primary,Hepatic Flexure of Colon,Male,Not provided,PDX
CRC1165PR,IRCC-CRC,PDX,,78,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC1164PR,IRCC-CRC,PDX,,66,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC1252PR,IRCC-CRC,PDX,,62,Colorectal Carcinoma,Primary,Caecum,Female,Not provided,PDX
CRC1137LM,IRCC-CRC,PDX,,63,Colorectal Carcinoma,Metastatic,Hepatic Flexure of Colon,Male,Not provided,PDX
CRC1063PR,IRCC-CRC,PDX,,47,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC1138LM,IRCC-CRC,PDX,,47,Colorectal Carcinoma,Metastatic,Right Colon,Female,Not provided,PDX
CRC1063LM,IRCC-CRC,PDX,,47,Colorectal Carcinoma,Metastatic,Right Colon,Female,Not provided,PDX
CRC1144PR,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Primary,Left Colon,Male,Not provided,PDX
CRC1144LM,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Metastatic,Left Colon,Male,Not provided,PDX
CRC1158PR,IRCC-CRC,PDX,,48,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC1134PR,IRCC-CRC,PDX,,65,Colorectal Carcinoma,Primary,Rectum,Male,Not provided,PDX
CRC1142PR,IRCC-CRC,PDX,,42,Colorectal Carcinoma,Primary,Rectum,Female,Not provided,PDX
CRC1182PR,IRCC-CRC,PDX,,54,Colorectal Carcinoma,Primary,Left Colon,Female,Not provided,PDX
CRC1182LM,IRCC-CRC,PDX,,54,Colorectal Carcinoma,Metastatic,Left Colon,Female,Not provided,PDX
CRC1170PR,IRCC-CRC,PDX,,61,Colorectal Carcinoma,Primary,Rectum,Male,Not provided,PDX
CRC1166LM,IRCC-CRC,PDX,,68,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Female,Not provided,PDX
CRC1176PR,IRCC-CRC,PDX,,87,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC1171PR,IRCC-CRC,PDX,,72,Colorectal Carcinoma,Primary,Splenic Flexure of Colon,Female,Not provided,PDX
CRC1239LM,IRCC-CRC,PDX,,62,Colorectal Carcinoma,Metastatic,Left Colon,Female,Not provided,PDX
CRC1174PR,IRCC-CRC,PDX,,83,Colorectal Carcinoma,Primary,Transverse Colon,Male,Not provided,PDX
CRC1175PR,IRCC-CRC,PDX,,66,Colorectal Carcinoma,Primary,Transverse Colon,Male,Not provided,PDX
CRC1249PR,IRCC-CRC,PDX,,79,Colorectal Carcinoma,Primary,Left Colon,Male,Not provided,PDX
CRC1242PR,IRCC-CRC,PDX,,84,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC1245LM,IRCC-CRC,PDX,,66,Colorectal Carcinoma,Metastatic,Right Colon,Male,Not provided,PDX
CRC1240LM,IRCC-CRC,PDX,,57,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Female,Not provided,PDX
CRC1240PR,IRCC-CRC,PDX,,57,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC1246PR,IRCC-CRC,PDX,,88,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC1251PR,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Primary,Transverse Colon,Male,Not provided,PDX
CRC1251LM,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Metastatic,Transverse Colon,Male,Not provided,PDX
CRC1198LM,IRCC-CRC,PDX,,76,Colorectal Carcinoma,Metastatic,Right Colon,Male,Not provided,PDX
CRC1237PR,IRCC-CRC,PDX,,84,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC1197PR,IRCC-CRC,PDX,,54,Colorectal Carcinoma,Primary,Right Colon,Male,Not provided,PDX
CRC1201PR,IRCC-CRC,PDX,,73,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC1234PR,IRCC-CRC,PDX,,82,Colorectal Carcinoma,Primary,Transverse Colon,Female,Not provided,PDX
CRC1432LM,IRCC-CRC,PDX,,69,Colorectal Carcinoma,Metastatic,Rectum,Male,Not provided,PDX
CRC1179PR,IRCC-CRC,PDX,,76,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC1178PR,IRCC-CRC,PDX,,74,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC1188PR,IRCC-CRC,PDX,,82,Colorectal Carcinoma,Primary,Transverse Colon,Female,Not provided,PDX
CRC1181PR,IRCC-CRC,PDX,,83,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC1185PR,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Primary,Splenic Flexure of Colon,Male,Not provided,PDX
CRC1169LM,IRCC-CRC,PDX,,59,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Female,Not provided,PDX
CRC1169PR,IRCC-CRC,PDX,,59,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC1190PR,IRCC-CRC,PDX,,75,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC1273PR,IRCC-CRC,PDX,,73,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC1280PR,IRCC-CRC,PDX,,75,Colorectal Carcinoma,Primary,Sigmoid Colon,Male,Not provided,PDX
CRC1523LM,IRCC-CRC,PDX,,82,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Female,Not provided,PDX
CRC1257LM,IRCC-CRC,PDX,,62,Colorectal Carcinoma,Metastatic,Sigmoid Colon,Male,Not provided,PDX
CRC1263PR,IRCC-CRC,PDX,,73,Colorectal Carcinoma,Primary,Rectum,Male,Not provided,PDX
CRC1241LM,IRCC-CRC,PDX,,60,Colorectal Carcinoma,Metastatic,Anus,Female,Not provided,PDX
CRC1275PR,IRCC-CRC,PDX,,75,Colorectal Carcinoma,Primary,Sigmoid Colon,Female,Not provided,PDX
CRC1266PR,IRCC-CRC,PDX,,74,Colorectal Carcinoma,Primary,Transverse Colon,Male,Not provided,PDX
CRC1279PR,IRCC-CRC,PDX,,61,Colorectal Carcinoma,Primary,Right Colon,Female,Not provided,PDX
CRC1288PR,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Primary,Hepatic Flexure of Colon,Male,Not provided,PDX
CRC1285PR,IRCC-CRC,PDX,,71,Colorectal Carcinoma,Primary,Hepatic Flexure of Colon,Male,Not provided,PDX
CRC1319PR,IRCC-CRC,PDX,,60,Colorectal Carcinoma,Primary,Caecum,Female,Not provided,PDX
