model_id,provider,model_type,publications,age_in_years_at_collection,diagnosis,tumour_type,primary_site,sex,ethnicity,mt
SIDM01159,CMP,Cell Line,"PMID: 17354236,PMID: 6220172,PMID: 22911243,PMID: 27397505,PMID: 16888811,PMID: 20164919,PMID: 327080,PMID: 28196595,PMID: 12068308,PMID: 3518877,PMID: 35839778,PMID: 20215515,PMID: 26643872,PMID: 17426441,PMID: 833871,PMID: 24758355,PMID: 30894373,PMID: 17431109,PMID: 24726063",36,Liposarcoma,Primary,Soft Tissue,Male,White,Cell Line
SIDM00406,CMP,Cell Line,"PMID: 9787181,PMID: 26589293,PMID: 25355872,PMID: 27566572,PMID: 10676951,PMID: 22460905,PMID: 8547074,PMID: 27397505,PMID: 30285677,PMID: 20628145,PMID: 3881165,PMID: 19278952,PMID: 371794,PMID: 28196595,PMID: 31068700,PMID: 214220,PMID: 25877200,PMID: 20215515,PMID: 30629668,PMID: 177185,PMID: 30971826,PMID: 83902,PMID: 30894373,PMID: 26727417,PMID: 25485619",17,Diffuse Large B-Cell Lymphoma,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM00167,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 10369293,PMID: 19956504,PMID: 31395879,PMID: 31068700,PMID: 30894373",55,Laryngeal Squamous Cell Carcinoma,Primary,Head and Neck,Male,East Asian,Cell Line
SIDM01757,CMP,Cell Line,"PMID: 26589293,PMID: 31978347,PMID: 24035680,PMID: 31068700,PMID: 10074925,PMID: 29732388,PMID: 24367658",84,Bladder Carcinoma,Primary,Bladder,Female,Not provided,Cell Line
SIDM00256,CMP,Cell Line,"PMID: 15892104,PMID: 35839778,PMID: 6171342,PMID: 27397505,PMID: 8516298,PMID: 922665,PMID: 10935473,PMID: 30894373,PMID: 20164919",1,Neuroblastoma,Metastatic,Peripheral Nervous System,Female,Not provided,Cell Line
SIDM00015,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 11092977,PMID: 15172977,PMID: 11520067,PMID: 21191746,PMID: 31978347,PMID: 31068700,PMID: 9033652,PMID: 8575860,PMID: 25877200,PMID: 20215515,PMID: 16045545,PMID: 1728357,PMID: 25984343,PMID: 12963126,PMID: 7913084,PMID: 30894373,PMID: 16364037,PMID: 25485619",64,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Male,East Asian,Cell Line
SIDM00008,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 25846456,PMID: 17671176,PMID: 23839242,PMID: 9290701,PMID: 24023729,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 11330945,PMID: 22710073,PMID: 20215515,PMID: 4056530,PMID: 30971826,PMID: 22246397,PMID: 30485824,PMID: 30894373,PMID: 12417041,PMID: 25485619",Not provided,Ovarian Cystadenocarcinoma,Not provided,Ovary,Not provided,Not provided,Cell Line
SIDM00511,CMP,Cell Line,"PMID: 12397641,PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 1327513,PMID: 22460905,PMID: 27397505,PMID: 20215515,PMID: 31068700,PMID: 20164919,PMID: 25960936,PMID: 30894373,PMID: 10700188,PMID: 25485619",63,Small Cell Lung Carcinoma,Metastatic,Lung,Male,Not provided,Cell Line
SIDM01677,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 18083107,PMID: 22460905,PMID: 1565469,PMID: 22961666,PMID: 11030152,PMID: 20679594,PMID: 28196595,PMID: 31068700,PMID: 31803961,PMID: 1311061,PMID: 30894373,PMID: 8806092,PMID: 29681454,PMID: 25485619",56,Lung Adenocarcinoma,Not provided,Lung,Male,Black,Cell Line
SIDM01394,CMP,Cell Line,"PMID: 26589293,PMID: 28489074,PMID: 22460905,PMID: 27993170,PMID: 19956504,PMID: 10619961,PMID: 31068700,PMID: 14634222,PMID: 30894373",68,Clear Cell Renal Cell Carcinoma,Primary,Kidney,Male,East Asian,Cell Line
SIDM00664,CMP,Cell Line,"PMID: 26589293,PMID: 8026879,PMID: 16912165,PMID: 22460905,PMID: 27397505,PMID: 6500159,PMID: 14695172,PMID: 15126341,PMID: 18380791,PMID: 10027410,PMID: 15367885,PMID: 22585861,PMID: 26216984,PMID: 31068700,PMID: 10408907,PMID: 15688027,PMID: 20418756,PMID: 25877200,PMID: 35839778,PMID: 25167228,PMID: 176412,PMID: 25984343,PMID: 1630814,PMID: 761205,PMID: 11169959,PMID: 27259358,PMID: 283258,PMID: 29444439,PMID: 30894373,PMID: 25485619",46,Pancreatic Adenocarcinoma,Metastatic,Pancreas,Male,White,Cell Line
SIDM01618,CMP,Cell Line,"PMID: 26589293,PMID: 203546,PMID: 9738977,PMID: 22460905,PMID: 15472075,PMID: 30285677,PMID: 10739008,PMID: 2140233,PMID: 8957066,PMID: 2985879,PMID: 8127147,PMID: 6749281,PMID: 17170727,PMID: 6582512,PMID: 12661009,PMID: 11226526,PMID: 9933131,PMID: 31068700,PMID: 6181032,PMID: 8641406,PMID: 22675565,PMID: 9510473,PMID: 16142349,PMID: 31160637,PMID: 30629668,PMID: 3874327,PMID: 1373528,PMID: 3159941,PMID: 30894373,PMID: 35354797",14,Childhood T Acute Lymphoblastic Leukemia,Not provided,Haematopoietic and Lymphoid,Male,East Asian,Cell Line
SIDM00215,CMP,Cell Line,"PMID: 35839778,PMID: 22460905,PMID: 24755471,PMID: 10674020,PMID: 27397505,PMID: 19956504,PMID: 10362137,PMID: 31068700,PMID: 25926053,PMID: 30894373",62,Rectal Adenocarcinoma,Metastatic,Large Intestine,Female,East Asian,Cell Line
SIDM01700,CMP,Cell Line,"PMID: 22460905,PMID: 30894373,PMID: 31068700,PMID: 20215515",19,Hodgkin's Lymphoma,Not provided,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM00955,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 25984343,PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 31068700,PMID: 11668190,PMID: 30894373,PMID: 25485619",48,Melanoma,Metastatic,Skin,Female,Not provided,Cell Line
SIDM00922,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 3129183,PMID: 7459858,PMID: 6220172,PMID: 22460905,PMID: 27397505,PMID: 3335022,PMID: 17483357,PMID: 25894527,PMID: 20164919,PMID: 327080,PMID: 3940644,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 3518877,PMID: 25877200,PMID: 35839778,PMID: 7515578,PMID: 18083107,PMID: 34339474,PMID: 20215515,PMID: 10523844,PMID: 15463957,PMID: 9636188,PMID: 24207061,PMID: 25555374,PMID: 19153074,PMID: 20090954,PMID: 35879413,PMID: 11064206,PMID: 30894373,PMID: 29681454,PMID: 25485619",25,Lung Adenocarcinoma,Metastatic,Lung,Male,White,Cell Line
SIDM01068,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 30038707,PMID: 22460905,PMID: 27397505,PMID: 11314036,PMID: 20679594,PMID: 16187286,PMID: 10987304,PMID: 24349229,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 25877200,PMID: 35839778,PMID: 18083107,PMID: 20215515,PMID: 30538120,PMID: 9559342,PMID: 30971826,PMID: 31803961,PMID: 30894373,PMID: 29681454,PMID: 25485619",65,Lung Adenocarcinoma,Metastatic,Lung,Male,Not provided,Cell Line
SIDM01039,CMP,Cell Line,"PMID: 28534963,PMID: 3518877,PMID: 28161053,PMID: 35839778,PMID: 20164919,PMID: 2878840,PMID: 7153601,PMID: 7819056,PMID: 24098444,PMID: 27397505,PMID: 20215515,PMID: 28724925,PMID: 4038916,PMID: 7937597,PMID: 33096371,PMID: 2720636,PMID: 30894373,PMID: 7716126",24,Gestational Choriocarcinoma,Primary,Placenta,Female,White,Cell Line
SIDM00148,CMP,Cell Line,"PMID: 26589293,PMID: 1911442,PMID: 7498097,PMID: 3702420,PMID: 12661003,PMID: 24176112,PMID: 11044355,PMID: 17334996,PMID: 16417655,PMID: 31978347,PMID: 29273624,PMID: 22414580,PMID: 4357757,PMID: 17157791,PMID: 31068700,PMID: 27331101,PMID: 16397213,PMID: 22068913,PMID: 26116361,PMID: 27456714,PMID: 21378333,PMID: 6935474,PMID: 4138511,PMID: 9488600,PMID: 24279929,PMID: 25984343,PMID: 15748285,PMID: 18516279,PMID: 27362937,PMID: 24162158,PMID: 27377824,PMID: 23234512,PMID: 23285151,PMID: 22336246,PMID: 21247443,PMID: 26055192,PMID: 27397505,PMID: 23933261,PMID: 12800145,PMID: 1000506,PMID: 28287265,PMID: 24094812,PMID: 27761513,PMID: 1000505,PMID: 18386134,PMID: 10969801,PMID: 23856246,PMID: 20215515,PMID: 22628656,PMID: 26330541,PMID: 31698574,PMID: 23601657,PMID: 24670534,PMID: 10862037,PMID: 20070913,PMID: 22347499,PMID: 27378269,PMID: 24389870,PMID: 17088437,PMID: 22460905,PMID: 35042871,PMID: 24618588,PMID: 24009699,PMID: 15361840,PMID: 7842014,PMID: 1000504,PMID: 6582512,PMID: 8824553,PMID: 16541312,PMID: 19582160,PMID: 28196595,PMID: 23770244,PMID: 34238275,PMID: 25828948,PMID: 3518877,PMID: 9242427,PMID: 19372543,PMID: 24456987,PMID: 10700174,PMID: 25960936,PMID: 12353263,PMID: 22278370,PMID: 15677628,PMID: 15767549,PMID: 23671654,PMID: 15002416,PMID: 15900046,PMID: 19727395,PMID: 25807930,PMID: 27807467,PMID: 3335022,PMID: 11292682,PMID: 7228867,PMID: 20164919,PMID: 16142302,PMID: 22585861,PMID: 7531416,PMID: 8626706,PMID: 10381137,PMID: 23868472,PMID: 11789735,PMID: 22384151,PMID: 9671407,PMID: 23325432,PMID: 25877200,PMID: 35839778,PMID: 26026074,PMID: 28601559,PMID: 25892236,PMID: 34320349,PMID: 11416159,PMID: 30971826,PMID: 12775708,PMID: 17254797,PMID: 11078910,PMID: 28889351,PMID: 19593635,PMID: 4353636,PMID: 30894373,PMID: 25321415,PMID: 25485619",69,Invasive Ductal Carcinoma Not Otherwise Specified,Metastatic,Breast,Female,White,Cell Line
SIDM01265,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 30285677,PMID: 16956823,PMID: 32123307,PMID: 18647998,PMID: 17692805,PMID: 28196595,PMID: 31068700,PMID: 30545397,PMID: 25877200,PMID: 35839778,PMID: 25688540,PMID: 21173094,PMID: 12691914,PMID: 30971826,PMID: 25984343,PMID: 14760100,PMID: 30894373,PMID: 25485619",42,Plasma Cell Myeloma,Primary,Haematopoietic and Lymphoid,Female,Black,Cell Line
SIDM00091,CMP,Cell Line,"PMID: 17088437,PMID: 26589293,PMID: 22336246,PMID: 23415752,PMID: 28273451,PMID: 27397505,PMID: 24434149,PMID: 2041050,PMID: 1348364,PMID: 23933261,PMID: 27807467,PMID: 19926575,PMID: 3335022,PMID: 27353327,PMID: 12960427,PMID: 20164919,PMID: 7718330,PMID: 22585861,PMID: 20204287,PMID: 9041185,PMID: 22328975,PMID: 23856246,PMID: 24023729,PMID: 27235858,PMID: 28196595,PMID: 31068700,PMID: 22384151,PMID: 22068913,PMID: 25877200,PMID: 35839778,PMID: 19372543,PMID: 22710073,PMID: 3930572,PMID: 6385258,PMID: 22628656,PMID: 10700174,PMID: 30971826,PMID: 24279929,PMID: 24670534,PMID: 15748285,PMID: 2307530,PMID: 30485824,PMID: 27377824,PMID: 27561551,PMID: 22347499,PMID: 30894373,PMID: 12417041,PMID: 25485619",Not provided,High Grade Ovarian Serous Adenocarcinoma,Not provided,Ovary,Female,Not provided,Cell Line
SIDM01137,CMP,Cell Line,"PMID: 26589293,PMID: 16912165,PMID: 22460905,PMID: 27397505,PMID: 9612602,PMID: 22585861,PMID: 26216984,PMID: 23637631,PMID: 31978347,PMID: 28196595,PMID: 31068700,PMID: 18000365,PMID: 22753594,PMID: 25877200,PMID: 35839778,PMID: 25167228,PMID: 30971826,PMID: 27259358,PMID: 29444439,PMID: 30894373,PMID: 25485619",70,Pancreatic Ductal Adenocarcinoma,Primary,Pancreas,Male,White,Cell Line
SIDM00321,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 25846456,PMID: 27397505,PMID: 3782955,PMID: 3658923,PMID: 20164919,PMID: 23839242,PMID: 31978347,PMID: 9290701,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 11330945,PMID: 22710073,PMID: 30971826,PMID: 25984343,PMID: 30485824,PMID: 27561551,PMID: 30894373,PMID: 12417041,PMID: 25485619",Not provided,High Grade Ovarian Serous Adenocarcinoma,Primary,Ovary,Female,Not provided,Cell Line
SIDM01372,CMP,Cell Line,"PMID: 12037578,PMID: 26589293,PMID: 22460905,PMID: 19956504,PMID: 31068700,PMID: 30894373",65,Pancreatic Ductal Adenocarcinoma,Primary,Pancreas,Male,East Asian,Cell Line
SIDM00162,CMP,Cell Line,"PMID: 26589293,PMID: 12107841,PMID: 22460905,PMID: 19956504,PMID: 31395879,PMID: 31068700,PMID: 30894373,PMID: 27231123,PMID: 35640676",Not provided,Cholangiocarcinoma,Primary,Biliary Tract,Not provided,East Asian,Cell Line
SIDM00633,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 24176112,PMID: 11044355,PMID: 12800145,PMID: 20164919,PMID: 24094812,PMID: 16541312,PMID: 19582160,PMID: 10969801,PMID: 17157791,PMID: 28196595,PMID: 31068700,PMID: 16397213,PMID: 3518877,PMID: 25877200,PMID: 35839778,PMID: 730202,PMID: 29610121,PMID: 20215515,PMID: 25960936,PMID: 23601657,PMID: 20407441,PMID: 12353263,PMID: 4412247,PMID: 28889351,PMID: 20070913,PMID: 15677628,PMID: 19593635,PMID: 30894373,PMID: 25485619",56,Invasive Ductal Carcinoma Not Otherwise Specified,Metastatic,Breast,Female,Black,Cell Line
SIDM00434,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 22460905,PMID: 15203285,PMID: 27397505,PMID: 32123307,PMID: 30285677,PMID: 28196595,PMID: 31068700,PMID: 30894373,PMID: 25485619",52,Plasma Cell Myeloma,Primary,Haematopoietic and Lymphoid,Male,East Asian,Cell Line
SIDM01336,CMP,Cell Line,"PMID: 26589293,PMID: 25984343,PMID: 22460905,PMID: 31978347,PMID: 19956504,PMID: 11776963,PMID: 31068700,PMID: 30894373",61,Glioblastoma,Primary,Central Nervous System,Male,Not provided,Cell Line
SIDM00958,CMP,Cell Line,"PMID: 26589293,PMID: 17170727,PMID: 35839778,PMID: 2788468,PMID: 22460905,PMID: 10071072,PMID: 27397505,PMID: 20215515,PMID: 30285677,PMID: 31160637,PMID: 16408098,PMID: 30629668,PMID: 31068700,PMID: 20809971,PMID: 30894373,PMID: 20164919",36,Chronic Myelogenous Leukemia,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM00859,CMP,Cell Line,"PMID: 26589293,PMID: 35839778,PMID: 11378582,PMID: 19358282,PMID: 27397505,PMID: 20215515,PMID: 23292937,PMID: 20628145,PMID: 28196595,PMID: 31068700,PMID: 30894373,PMID: 19278952,PMID: 9172815,PMID: 25485619",Not provided,Diffuse Large B-Cell Lymphoma,Primary,Haematopoietic and Lymphoid,Female,White,Cell Line
SIDM00783,CMP,Cell Line,"PMID: 26589293,PMID: 2041050,PMID: 20570890,PMID: 9000572,PMID: 31978347,PMID: 9000147,PMID: 31068700,PMID: 18340113,PMID: 16854228,PMID: 7214343,PMID: 28192450,PMID: 22068913,PMID: 20606684,PMID: 10737795,PMID: 23272949,PMID: 24279929,PMID: 9294210,PMID: 25984343,PMID: 15748285,PMID: 24755471,PMID: 7972006,PMID: 27377824,PMID: 25926053,PMID: 17363507,PMID: 32172478,PMID: 22336246,PMID: 27397505,PMID: 23933261,PMID: 29101300,PMID: 3955419,PMID: 25576301,PMID: 29207035,PMID: 25841592,PMID: 23856246,PMID: 16418264,PMID: 28854368,PMID: 20215515,PMID: 22628656,PMID: 21912889,PMID: 24670534,PMID: 9715273,PMID: 10674020,PMID: 22347499,PMID: 24042735,PMID: 17088437,PMID: 22460905,PMID: 28683746,PMID: 11314036,PMID: 12615714,PMID: 26537799,PMID: 25944804,PMID: 9023415,PMID: 11226274,PMID: 9178645,PMID: 28196595,PMID: 10700188,PMID: 18258742,PMID: 19372543,PMID: 12584437,PMID: 10700174,PMID: 25960936,PMID: 17178751,PMID: 32927768,PMID: 26719794,PMID: 23631600,PMID: 7824277,PMID: 29444439,PMID: 23671654,PMID: 15900046,PMID: 6437669,PMID: 2835152,PMID: 10612807,PMID: 27807467,PMID: 3335022,PMID: 7761852,PMID: 12671075,PMID: 20164919,PMID: 23546019,PMID: 19927377,PMID: 22384151,PMID: 12068308,PMID: 11414198,PMID: 25877200,PMID: 35839778,PMID: 36648961,PMID: 26169745,PMID: 28601559,PMID: 34320349,PMID: 11416159,PMID: 9515795,PMID: 28179481,PMID: 30971826,PMID: 11687795,PMID: 23649806,PMID: 11526487,PMID: 12714694,PMID: 30894373,PMID: 25485619",Not provided,Colon Carcinoma,Primary,Large Intestine,Male,Not provided,Cell Line
SIDM00588,CMP,Cell Line,"PMID: 26589293,PMID: 2585303,PMID: 22460905,PMID: 27397505,PMID: 20164919,PMID: 17325662,PMID: 9023415,PMID: 17052259,PMID: 31978347,PMID: 9290701,PMID: 18097548,PMID: 37949965,PMID: 10069537,PMID: 31068700,PMID: 17599052,PMID: 7591301,PMID: 10741724,PMID: 35839778,PMID: 2228902,PMID: 20215515,PMID: 11755821,PMID: 32990596,PMID: 11416159,PMID: 30971826,PMID: 1570156,PMID: 12738951,PMID: 9247707,PMID: 30894373",64,Tongue Squamous Cell Carcinoma,Primary,Head and Neck,Male,East Asian,Cell Line
SIDM00663,CMP,Cell Line,"PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 15009714,PMID: 31395879,PMID: 31068700,PMID: 30894373",24,Melanoma,Primary,Skin,Female,White,Cell Line
SIDM00089,CMP,Cell Line,"PMID: 17088437,PMID: 16504380,PMID: 23933261,PMID: 27807467,PMID: 22384151,PMID: 22068913,PMID: 19372543,PMID: 22628656,PMID: 10700174,PMID: 11416159,PMID: 24279929,PMID: 24670534,PMID: 15748285,PMID: 18304946,PMID: 9625176,PMID: 21116879,PMID: 20143388,PMID: 27377824,PMID: 22347499",Not provided,High Grade Ovarian Serous Adenocarcinoma,Not provided,Ovary,Female,Not provided,Cell Line
SIDM00109,CMP,Cell Line,"PMID: 17088437,PMID: 22460905,PMID: 24335698,PMID: 2041050,PMID: 23933261,PMID: 27807467,PMID: 3335022,PMID: 3121170,PMID: 31978347,PMID: 23856246,PMID: 31068700,PMID: 22384151,PMID: 22068913,PMID: 25877200,PMID: 19372543,PMID: 20215515,PMID: 22628656,PMID: 10700174,PMID: 24279929,PMID: 8528516,PMID: 24670534,PMID: 15748285,PMID: 18304946,PMID: 22570425,PMID: 20143388,PMID: 27377824,PMID: 22347499,PMID: 30894373",Not provided,Astrocytoma,Primary,Central Nervous System,Male,Not provided,Cell Line
SIDM00110,CMP,Cell Line,PMID: 20164919,Not provided,Astrocytoma,Primary,Central Nervous System,Male,Not provided,Cell Line
SIDM00071,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 28683746,PMID: 6277475,PMID: 26537799,PMID: 25944804,PMID: 9023415,PMID: 20570890,PMID: 9000572,PMID: 498117,PMID: 31978347,PMID: 3629545,PMID: 9000147,PMID: 28196595,PMID: 31068700,PMID: 16854228,PMID: 10737795,PMID: 25877200,PMID: 9294210,PMID: 11687795,PMID: 11526487,PMID: 11668190,PMID: 25926053,PMID: 30894373,PMID: 24042735",55,Colon Adenocarcinoma,Primary,Large Intestine,Female,White,Cell Line
SIDM00713,CMP,Cell Line,"PMID: 26589293,PMID: 25902174,PMID: 24926545,PMID: 22460905,PMID: 20624269,PMID: 27397505,PMID: 28553954,PMID: 11314036,PMID: 17270034,PMID: 20164919,PMID: 26011428,PMID: 10987304,PMID: 31978347,PMID: 23830731,PMID: 19853261,PMID: 21642991,PMID: 28196595,PMID: 31068700,PMID: 16630136,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 21245096,PMID: 8806092,PMID: 25984343,PMID: 11030152,PMID: 31803961,PMID: 30894373,PMID: 29681454,PMID: 25485619",65,Pleural Sarcomatoid Mesothelioma,Metastatic,Lung,Male,White,Cell Line
SIDM00557,CMP,Cell Line,"PMID: 23268333,PMID: 26589293,PMID: 15892104,PMID: 35839778,PMID: 25877200,PMID: 22460905,PMID: 12702577,PMID: 11501497,PMID: 27397505,PMID: 31068700,PMID: 3731124,PMID: 30894373,PMID: 11129446,PMID: 20164919",Not provided,Neuroblastoma,Metastatic,Peripheral Nervous System,Female,Not provided,Cell Line
SIDM00355,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 12569360,PMID: 16105816,PMID: 22460905,PMID: 8286010,PMID: 27397505,PMID: 11005564,PMID: 20164919,PMID: 9023415,PMID: 14581340,PMID: 31978347,PMID: 9290701,PMID: 31068700,PMID: 20557307,PMID: 15746151,PMID: 25877200,PMID: 35839778,PMID: 10536175,PMID: 20215515,PMID: 10358721,PMID: 15999539,PMID: 7834619,PMID: 30894373,PMID: 25485619",Not provided,Lung Adenocarcinoma,Primary,Lung,Male,East Asian,Cell Line
SIDM00960,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 22460905,PMID: 28683746,PMID: 28854368,PMID: 34339474,PMID: 27397505,PMID: 19003396,PMID: 28196595,PMID: 31068700,PMID: 25926053,PMID: 30894373,PMID: 25485619",Not provided,Colon Adenocarcinoma,Primary,Large Intestine,Female,Not provided,Cell Line
SIDM01694,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 29786757,PMID: 11226526,PMID: 20215515,PMID: 31978347,PMID: 30285677,PMID: 35124168,PMID: 10739008,PMID: 28196595,PMID: 30629668,PMID: 31068700,PMID: 30894373,PMID: 32180206,PMID: 35354797",15,B Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM01445,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 24807215,PMID: 10812166,PMID: 9033653,PMID: 29435981,PMID: 22460905,PMID: 32028591,PMID: 15723654,PMID: 19956504,PMID: 31395879,PMID: 31068700,PMID: 25960936,PMID: 30894373,PMID: 25485619",34,Signet Ring Cell Gastric Adenocarcinoma,Metastatic,Stomach,Male,East Asian,Cell Line
SIDM00697,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 1312696,PMID: 22460905,PMID: 1565469,PMID: 27397505,PMID: 20215515,PMID: 8806103,PMID: 11030152,PMID: 31068700,PMID: 31803961,PMID: 30894373,PMID: 8806092",39,Small Cell Lung Carcinoma,Metastatic,Lung,Male,White,Cell Line
SIDM00618,CMP,Cell Line,"PMID: 26589293,PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 20143388,PMID: 8835345,PMID: 20215515,PMID: 23505090,PMID: 31063779,PMID: 10523694,PMID: 31068700,PMID: 1701409,PMID: 31378681,PMID: 15767549,PMID: 9359923,PMID: 30894373,PMID: 25485619",50,Hepatocellular Carcinoma,Primary,Liver,Male,East Asian,Cell Line
SIDM00550,CMP,Cell Line,"PMID: 1728357,PMID: 35839778,PMID: 27397505,PMID: 20215515,PMID: 7913084,PMID: 30894373,PMID: 9033652",58,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Male,East Asian,Cell Line
SIDM00762,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 18083107,PMID: 20215515,PMID: 1311061,PMID: 8806092,PMID: 30971826,PMID: 11030152,PMID: 31803961,PMID: 29444439,PMID: 30894373,PMID: 29681454,PMID: 25485619",62,Lung Adenocarcinoma,Metastatic,Lung,Female,White,Cell Line
SIDM01169,CMP,Cell Line,"PMID: 26589293,PMID: 25230021,PMID: 22460905,PMID: 28273451,PMID: 22705003,PMID: 27397505,PMID: 26388441,PMID: 23839242,PMID: 20081105,PMID: 20204287,PMID: 11641787,PMID: 24023729,PMID: 19058220,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 22710073,PMID: 25960936,PMID: 30971826,PMID: 25984343,PMID: 10949993,PMID: 24224046,PMID: 30485824,PMID: 30894373",62,Ovarian Clear Cell Adenocarcinoma,Primary,Ovary,Female,Not provided,Cell Line
SIDM00343,CMP,Cell Line,"PMID: 35839778,PMID: 10416987,PMID: 21406405,PMID: 22570425,PMID: 27397505,PMID: 30894373,PMID: 11416159,PMID: 20164919",62,Glioblastoma,Primary,Central Nervous System,Female,Not provided,Cell Line
SIDM00614,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 31063779,PMID: 9359923,PMID: 29892436,PMID: 1707654,PMID: 31978347,PMID: 28196595,PMID: 31068700,PMID: 1701409,PMID: 25877200,PMID: 35839778,PMID: 23505090,PMID: 17241388,PMID: 8835345,PMID: 10523694,PMID: 31378681,PMID: 10933057,PMID: 30894373,PMID: 25485619",53,Hepatocellular Carcinoma,Primary,Liver,Male,East Asian,Cell Line
SIDM01254,CMP,Cell Line,"PMID: 4115493,PMID: 26589293,PMID: 4912237,PMID: 25355872,PMID: 1915267,PMID: 22460905,PMID: 6278188,PMID: 19358282,PMID: 30285677,PMID: 2140233,PMID: 6278187,PMID: 327080,PMID: 4932228,PMID: 12967475,PMID: 28196595,PMID: 31068700,PMID: 2052620,PMID: 6231253,PMID: 12068308,PMID: 6265077,PMID: 3518877,PMID: 170370,PMID: 4321974,PMID: 20215515,PMID: 8108117,PMID: 4364259,PMID: 913957,PMID: 4122458,PMID: 4321017,PMID: 8344493,PMID: 30894373,PMID: 8402660,PMID: 6286763",7,Epstein-Barr Virus-Related Burkitt s Lymphoma,Primary,Haematopoietic and Lymphoid,Male,Black,Cell Line
SIDM00499,CMP,Cell Line,"PMID: 23671654,PMID: 10462204,PMID: 14518030,PMID: 22460905,PMID: 28928128,PMID: 27397505,PMID: 23117885,PMID: 15486987,PMID: 20164919,PMID: 31978347,PMID: 28145883,PMID: 31068700,PMID: 14518029,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 30787054,PMID: 30629668,PMID: 12725112,PMID: 30971826,PMID: 27271795,PMID: 25984343,PMID: 19403664,PMID: 21248069,PMID: 31395879,PMID: 31006810,PMID: 30894373",Not provided,Prostate Carcinoma,Primary,Prostate,Male,Not provided,Cell Line
SIDM01016,CMP,Cell Line,"PMID: 15028022,PMID: 9787181,PMID: 9738977,PMID: 22460905,PMID: 10071127,PMID: 15472075,PMID: 9685479,PMID: 8547074,PMID: 27397505,PMID: 30844424,PMID: 29967540,PMID: 30285677,PMID: 10739008,PMID: 8957066,PMID: 2985879,PMID: 24618588,PMID: 8127147,PMID: 1086134,PMID: 17117183,PMID: 17170727,PMID: 26074081,PMID: 11226526,PMID: 31978347,PMID: 9933131,PMID: 1103999,PMID: 31068700,PMID: 16408098,PMID: 28357668,PMID: 11021758,PMID: 19220422,PMID: 68013,PMID: 23325432,PMID: 35839778,PMID: 8641406,PMID: 9583678,PMID: 22675565,PMID: 8558913,PMID: 9510473,PMID: 19608861,PMID: 31160637,PMID: 2144611,PMID: 30629668,PMID: 3874327,PMID: 19473701,PMID: 22944676,PMID: 204546,PMID: 3165345,PMID: 3159941,PMID: 22278370,PMID: 1915666,PMID: 30894373,PMID: 35354797",14,Childhood T Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
